work_order_id,machine_id,plant_id,created_at,scheduled_start,actual_start,scheduled_end,actual_end,status,priority,product_type,planned_units,actual_units,defect_count,downtime_minutes,operator_id,failure_mode,risk_score,risk_label
215,16,2,2023-08-28T06:14:52+00:00,2023-08-28T08:04:42.968357+00:00,2023-08-28T08:16:05.200947+00:00,2023-08-28T14:50:23.136775+00:00,2023-08-28T15:18:21.654473+00:00,completed,high,Widget-B,121,118,1,15,40,,,
216,31,4,2022-05-16T22:33:12+00:00,2022-05-16T23:25:05.552725+00:00,2022-05-17T02:10:32.293901+00:00,2022-05-17T07:43:32.962047+00:00,2022-05-17T12:47:47.925606+00:00,delayed,medium,Panel-1,549,543,22,13,8,,,
217,45,5,2021-01-19T10:10:35+00:00,2021-01-19T11:38:14.585068+00:00,,2021-01-19T15:49:39.973755+00:00,,cancelled,high,Widget-A,926,0,0,0,24,,,
218,2,1,2021-08-02T00:40:41+00:00,2021-08-02T01:57:15.973607+00:00,2021-08-02T03:50:13.815296+00:00,2021-08-02T15:34:03.306151+00:00,2021-08-02T06:22:40.862240+00:00,failed,medium,Widget-A,343,35,5,178,197,operator_error,,
219,27,3,2022-12-08T03:08:39+00:00,2022-12-08T04:21:29.565647+00:00,2022-12-08T04:35:27.684643+00:00,2022-12-09T15:28:42.576501+00:00,2022-12-09T12:59:07.491063+00:00,completed,low,Assembly-Z,747,746,6,1,134,,,
220,33,4,2023-11-25T21:21:32+00:00,2023-11-26T00:19:27.400675+00:00,2023-11-26T01:23:27.790177+00:00,2023-11-26T10:09:57.748570+00:00,2023-11-26T07:40:41.085146+00:00,failed,high,Component-Y,927,404,75,178,52,mechanical_wear,,
221,49,5,2021-02-07T17:04:13+00:00,2021-02-07T18:08:02.175604+00:00,2021-02-07T21:52:40.017284+00:00,2021-02-07T19:18:21.767682+00:00,2021-02-07T23:27:02.710071+00:00,delayed,medium,Panel-2,1000,938,42,28,74,,,
222,26,3,2022-09-24T13:49:43+00:00,2022-09-24T15:58:47.572993+00:00,2022-09-24T17:49:31.190222+00:00,2022-09-25T08:19:01.369048+00:00,2022-09-25T10:15:13.953984+00:00,delayed,medium,Widget-B,732,730,15,52,27,,,
223,50,5,2021-07-04T11:56:24+00:00,2021-07-04T15:14:03.220241+00:00,2021-07-04T15:25:42.240050+00:00,2021-07-04T23:41:44.009232+00:00,2021-07-04T23:13:52.937098+00:00,completed,medium,Panel-1,447,445,3,15,104,,,
224,32,4,2022-07-28T16:46:46+00:00,2022-07-28T20:40:25.400718+00:00,2022-07-28T21:51:29.087671+00:00,2022-07-29T10:12:34.717382+00:00,2022-07-29T01:59:46.632841+00:00,failed,high,Widget-A,697,152,31,441,57,operator_error,,
225,6,1,2023-12-22T19:20:45+00:00,2023-12-22T23:06:10.487813+00:00,2023-12-22T23:16:49.488660+00:00,2023-12-23T03:03:03.963473+00:00,2023-12-23T03:15:28.423208+00:00,completed,medium,Widget-B,240,238,3,13,166,,,
226,18,2,2021-04-19T20:43:30+00:00,2021-04-19T21:26:14.910526+00:00,2021-04-19T21:38:06.689144+00:00,2021-04-20T03:59:14.008326+00:00,2021-04-20T04:20:14.758048+00:00,completed,medium,Widget-B,113,109,1,18,110,,,
227,5,1,2023-06-22T04:16:24+00:00,2023-06-22T07:40:32.186379+00:00,2023-06-22T07:41:48.219185+00:00,2023-06-22T09:57:16.893157+00:00,2023-06-22T10:00:45.535974+00:00,completed,high,Panel-1,862,844,2,19,67,,,
228,8,1,2023-04-02T09:57:31+00:00,2023-04-02T12:54:08.197083+00:00,2023-04-02T12:55:30.600934+00:00,2023-04-03T07:25:47.843224+00:00,2023-04-03T06:30:23.522382+00:00,completed,medium,Component-X,895,860,12,7,79,,,
229,25,3,2021-05-04T07:27:37+00:00,2021-05-04T10:58:08.971796+00:00,2021-05-04T10:59:06.983485+00:00,2021-05-04T18:06:31.077928+00:00,2021-05-04T17:40:57.709357+00:00,completed,medium,Assembly-Z,444,426,8,2,26,,,
230,38,4,2022-11-07T20:35:15+00:00,2022-11-07T22:24:59.463514+00:00,2022-11-07T22:36:14.026994+00:00,2022-11-08T06:13:30.873043+00:00,2022-11-08T06:46:27.294131+00:00,completed,critical,Component-X,225,218,4,6,129,,,
231,33,4,2021-08-15T01:59:33+00:00,2021-08-15T04:38:37.038363+00:00,2021-08-15T04:41:51.052002+00:00,2021-08-15T17:56:50.337830+00:00,2021-08-15T17:12:33.977038+00:00,completed,high,Module-Alpha,834,817,7,12,28,,,
232,12,2,2023-08-24T19:02:30+00:00,2023-08-24T20:10:42.481236+00:00,,2023-08-25T06:36:05.730374+00:00,,cancelled,medium,Widget-A,474,0,0,0,107,,,
233,41,5,2023-06-12T10:41:21+00:00,2023-06-12T12:22:13.370300+00:00,2023-06-12T12:25:33.127326+00:00,2023-06-13T10:13:37.010899+00:00,2023-06-13T08:28:12.799490+00:00,completed,medium,Widget-A,876,861,13,6,157,,,
234,24,3,2023-10-15T07:17:52+00:00,2023-10-15T10:51:34.771744+00:00,2023-10-15T10:58:33.721741+00:00,2023-10-16T08:59:55.185940+00:00,2023-10-16T07:03:31.643129+00:00,completed,medium,Widget-B,759,724,6,10,124,,,
235,12,2,2021-07-05T21:57:36+00:00,2021-07-06T01:07:22.569388+00:00,2021-07-06T01:17:04.353722+00:00,2021-07-07T11:43:17.475010+00:00,2021-07-07T09:23:31.781657+00:00,completed,low,Widget-B,235,234,1,5,61,,,
236,18,2,2022-10-14T08:11:16+00:00,2022-10-14T11:02:39.936673+00:00,2022-10-14T11:07:39.076095+00:00,2022-10-14T15:42:45.963015+00:00,2022-10-14T15:33:39.551909+00:00,completed,medium,Panel-1,501,487,2,12,137,,,
237,3,1,2022-08-16T15:53:16+00:00,2022-08-16T17:52:53.624833+00:00,2022-08-16T18:37:04.185855+00:00,2022-08-17T09:46:44.800248+00:00,2022-08-17T16:14:57.755654+00:00,delayed,high,Assembly-Z,705,679,8,34,169,,,
238,8,1,2021-02-12T05:31:28+00:00,2021-02-12T06:14:50.161225+00:00,2021-02-12T06:25:30.706633+00:00,2021-02-13T06:09:20.265747+00:00,2021-02-13T07:01:16.632582+00:00,completed,medium,Component-Y,615,589,0,3,34,,,
239,24,3,2022-01-23T02:54:44+00:00,2022-01-23T03:39:28.940473+00:00,2022-01-23T05:29:24.329508+00:00,2022-01-23T09:41:57.130623+00:00,2022-01-23T07:36:09.284474+00:00,failed,high,Component-Y,227,70,11,84,11,operator_error,,
240,31,4,2022-10-20T06:43:59+00:00,2022-10-20T07:30:04.647134+00:00,2022-10-20T07:40:44.332516+00:00,2022-10-20T12:50:17.421645+00:00,2022-10-20T13:16:13.321134+00:00,completed,medium,Widget-B,141,138,2,6,9,,,
241,34,4,2023-02-03T10:05:18+00:00,2023-02-03T12:18:31.065980+00:00,2023-02-03T12:25:26.453216+00:00,2023-02-03T19:13:38.046880+00:00,2023-02-03T13:33:42.056465+00:00,failed,medium,Widget-A,644,83,28,451,29,mechanical_wear,,
242,23,3,2021-11-15T03:51:57+00:00,2021-11-15T06:38:00.256259+00:00,2021-11-15T06:40:19.129606+00:00,2021-11-15T15:10:57.034103+00:00,2021-11-15T15:33:39.875066+00:00,completed,critical,Widget-B,283,279,5,11,163,,,
243,48,5,2022-12-12T10:27:09+00:00,2022-12-12T11:10:17.396060+00:00,2022-12-12T11:21:43.940923+00:00,2022-12-12T12:47:46.533662+00:00,2022-12-12T11:58:54.579227+00:00,failed,low,Panel-2,446,132,35,466,135,material_defect,,
244,9,1,2023-03-30T04:54:16+00:00,2023-03-30T06:33:41.566982+00:00,2023-03-30T06:44:07.563809+00:00,2023-03-30T14:00:54.304762+00:00,2023-03-30T13:35:56.510834+00:00,completed,medium,Assembly-Z,62,61,0,19,136,,,
245,17,2,2022-01-14T15:16:39+00:00,2022-01-14T16:07:38.140793+00:00,2022-01-14T16:23:32.474256+00:00,2022-01-15T05:02:53.734833+00:00,2022-01-15T03:32:48.764364+00:00,failed,medium,Component-Y,276,146,31,80,65,material_defect,,
246,39,4,2023-11-02T02:57:26+00:00,2023-11-02T05:24:14.352504+00:00,2023-11-02T05:31:19.668664+00:00,2023-11-02T10:51:56.819068+00:00,2023-11-02T11:14:00.785722+00:00,completed,low,Assembly-Z,798,780,4,5,190,,,
247,27,3,2021-02-10T19:37:08+00:00,2021-02-10T22:05:50.988492+00:00,2021-02-10T22:15:22.070166+00:00,2021-02-11T10:14:57.550764+00:00,2021-02-11T06:14:18.884463+00:00,failed,low,Widget-A,146,50,10,36,13,overheating,,
248,15,2,2021-07-26T12:34:43+00:00,2021-07-26T16:26:14.983362+00:00,2021-07-26T16:36:48.690363+00:00,2021-07-26T22:46:25.307344+00:00,2021-07-26T23:05:43.005494+00:00,completed,low,Component-X,954,929,6,8,107,,,
249,42,5,2022-11-27T00:37:28+00:00,2022-11-27T01:47:31.162182+00:00,2022-11-27T01:48:52.316961+00:00,2022-11-27T03:22:32.278570+00:00,2022-11-27T03:20:33.928981+00:00,completed,critical,Panel-1,82,79,1,5,146,,,
250,26,3,2022-06-22T18:33:02+00:00,2022-06-22T20:47:23.942462+00:00,2022-06-22T20:50:34.591991+00:00,2022-06-23T15:11:05.104019+00:00,2022-06-23T12:33:07.954703+00:00,failed,medium,Widget-A,968,518,388,230,17,electrical_fault,,
251,34,4,2021-02-21T19:34:59+00:00,2021-02-21T20:20:00.712701+00:00,2021-02-21T20:29:15.687739+00:00,2021-02-22T06:41:14.624117+00:00,2021-02-22T06:15:34.214923+00:00,completed,high,Widget-B,74,70,0,3,148,,,
252,1,1,2023-05-16T23:40:35+00:00,2023-05-17T02:58:51.996536+00:00,2023-05-17T03:11:35.891413+00:00,2023-05-17T11:37:09.986213+00:00,2023-05-17T11:37:26.627390+00:00,completed,critical,Component-X,974,936,17,8,97,,,
253,17,2,2021-01-29T15:56:46+00:00,2021-01-29T18:16:56.810619+00:00,2021-01-29T18:22:02.935677+00:00,2021-01-30T00:38:21.038262+00:00,2021-01-30T00:52:19.586820+00:00,completed,high,Component-Y,398,381,4,3,21,,,
254,27,3,2023-06-26T13:27:35+00:00,2023-06-26T14:04:29.132645+00:00,2023-06-26T14:09:07.935374+00:00,2023-06-27T00:06:25.525494+00:00,2023-06-26T17:47:43.781143+00:00,failed,medium,Panel-2,889,225,48,378,113,misalignment,,
255,45,5,2022-09-10T06:27:49+00:00,2022-09-10T09:00:41.862553+00:00,2022-09-10T09:11:06.503065+00:00,2022-09-10T17:58:28.419457+00:00,2022-09-10T18:07:19.862002+00:00,completed,medium,Panel-1,869,831,7,6,1,,,
256,46,5,2021-02-09T17:14:30+00:00,2021-02-09T19:13:36.639004+00:00,2021-02-09T21:03:27.496951+00:00,2021-02-10T14:13:36.919156+00:00,2021-02-10T05:52:21.135364+00:00,failed,low,Widget-A,205,83,28,44,97,electrical_fault,,
257,47,5,2022-09-02T04:11:30+00:00,2022-09-02T07:59:51.073790+00:00,2022-09-02T08:10:19.844002+00:00,2022-09-02T17:32:09.842526+00:00,2022-09-02T18:09:02.194604+00:00,completed,high,Assembly-Z,701,666,12,4,149,,,
258,41,5,2023-03-10T06:39:49+00:00,2023-03-10T10:05:02.726677+00:00,2023-03-10T10:17:13.983669+00:00,2023-03-10T12:40:01.636665+00:00,2023-03-10T12:48:42.597268+00:00,completed,medium,Widget-A,504,485,5,12,145,,,
259,8,1,2022-12-22T18:39:52+00:00,2022-12-22T20:12:45.857377+00:00,2022-12-22T20:13:37.430036+00:00,2022-12-22T21:47:17.836600+00:00,2022-12-22T21:50:45.630046+00:00,completed,high,Assembly-Z,536,532,7,9,69,,,
260,5,1,2022-01-14T08:48:00+00:00,2022-01-14T12:32:06.050969+00:00,2022-01-14T12:46:52.197608+00:00,2022-01-15T09:44:23.545436+00:00,2022-01-15T08:39:14.571709+00:00,completed,medium,Widget-B,694,661,7,1,199,,,
261,15,2,2021-12-19T15:19:36+00:00,2021-12-19T16:29:03.017707+00:00,2021-12-19T17:12:46.421058+00:00,2021-12-19T20:01:14.012981+00:00,2021-12-19T20:03:11.639434+00:00,failed,critical,Assembly-Z,617,314,98,39,53,material_defect,,
262,20,2,2023-06-18T20:59:56+00:00,2023-06-18T21:37:18.143651+00:00,2023-06-18T21:50:50.216535+00:00,2023-06-18T22:38:40.319674+00:00,2023-06-18T22:46:15.466155+00:00,completed,medium,Panel-2,581,574,9,5,91,,,
263,11,2,2022-02-27T19:20:26+00:00,2022-02-27T20:53:41.827987+00:00,2022-02-27T21:00:24.240982+00:00,2022-02-28T19:46:30.381458+00:00,2022-02-28T19:29:40.166557+00:00,completed,low,Component-X,137,132,1,15,138,,,
264,29,3,2023-06-24T10:13:36+00:00,2023-06-24T12:16:27.071824+00:00,2023-06-24T12:26:57.054744+00:00,2023-06-25T09:14:32.660588+00:00,2023-06-25T09:40:43.148850+00:00,completed,low,Widget-B,936,920,4,6,150,,,
265,35,4,2021-11-18T16:19:09+00:00,2021-11-18T17:16:16.117779+00:00,2021-11-18T17:22:08.955995+00:00,2021-11-19T00:47:11.132429+00:00,2021-11-19T01:05:45.038380+00:00,completed,critical,Assembly-Z,959,930,11,17,78,,,
266,7,1,2022-12-07T11:47:18+00:00,2022-12-07T15:07:23.199569+00:00,2022-12-07T15:17:59.740044+00:00,2022-12-08T03:32:38.269620+00:00,2022-12-08T04:19:09.666852+00:00,completed,medium,Widget-A,589,588,9,8,184,,,
267,47,5,2023-07-18T13:25:31+00:00,2023-07-18T16:57:50.813018+00:00,2023-07-18T17:43:33.583524+00:00,2023-07-19T05:56:37.785759+00:00,2023-07-19T00:16:40.029274+00:00,failed,medium,Widget-B,820,278,42,374,31,operator_error,,
268,19,2,2023-11-25T08:33:27+00:00,2023-11-25T09:37:58.171947+00:00,2023-11-25T09:46:51.131197+00:00,2023-11-25T15:34:40.053590+00:00,2023-11-25T15:16:08.635572+00:00,completed,critical,Component-Y,980,945,16,0,147,,,
269,26,3,2023-08-28T03:53:36+00:00,2023-08-28T06:04:25.008947+00:00,2023-08-28T11:15:33.916652+00:00,2023-08-28T14:21:21.394892+00:00,2023-08-28T23:07:06.241108+00:00,delayed,high,Widget-B,363,338,12,16,69,,,
270,13,2,2021-02-13T06:20:33+00:00,2021-02-13T08:38:33.423597+00:00,2021-02-13T08:41:19.424962+00:00,2021-02-13T23:57:52.266910+00:00,2021-02-14T00:42:55.702074+00:00,completed,medium,Panel-2,559,553,9,18,4,,,
271,26,3,2023-07-05T21:33:49+00:00,2023-07-05T23:08:17.854141+00:00,2023-07-05T23:20:35.948411+00:00,2023-07-06T03:22:07.127256+00:00,2023-07-06T03:18:48.642304+00:00,completed,medium,Widget-B,774,764,11,3,15,,,
272,38,4,2022-11-17T06:55:56+00:00,2022-11-17T08:47:55.626031+00:00,2022-11-17T08:59:59.120497+00:00,2022-11-18T04:12:54.660241+00:00,2022-11-18T03:25:48.029689+00:00,completed,medium,Component-Y,429,424,1,18,53,,,
273,5,1,2023-12-28T10:57:59+00:00,2023-12-28T13:00:01.785499+00:00,2023-12-28T16:15:25.726343+00:00,2023-12-29T23:19:10.754992+00:00,2023-12-30T06:21:08.067452+00:00,delayed,low,Panel-1,889,880,15,46,1,,,
274,13,2,2022-11-02T01:12:11+00:00,2022-11-02T03:51:20.307212+00:00,2022-11-02T03:56:49.260180+00:00,2022-11-02T09:49:42.907271+00:00,2022-11-02T09:27:56.819091+00:00,completed,high,Widget-B,389,375,7,13,102,,,
275,33,4,2021-10-31T14:19:55+00:00,2021-10-31T16:47:39.225793+00:00,2021-10-31T16:50:30.017116+00:00,2021-11-01T09:10:06.353447+00:00,2021-11-01T07:50:23.128097+00:00,completed,medium,Widget-B,844,842,7,10,120,,,
276,26,3,2021-11-30T06:42:15+00:00,2021-11-30T09:04:28.168385+00:00,2021-11-30T14:03:41.668820+00:00,2021-12-01T14:19:52.782370+00:00,2021-12-01T21:53:59.080947+00:00,delayed,low,Widget-A,119,102,4,12,56,,,
277,13,2,2022-03-02T22:21:13+00:00,2022-03-02T23:35:21.426379+00:00,2022-03-02T23:36:36.068980+00:00,2022-03-03T05:04:34.645712+00:00,2022-03-03T04:40:43.688145+00:00,completed,high,Component-Y,867,841,1,13,176,,,
278,13,2,2023-09-28T02:47:35+00:00,2023-09-28T04:45:44.613069+00:00,2023-09-28T05:01:10.450335+00:00,2023-09-28T14:33:31.428488+00:00,2023-09-28T08:58:38.198468+00:00,failed,low,Module-Alpha,283,83,17,335,123,operator_error,,
279,33,4,2021-02-10T09:45:25+00:00,2021-02-10T12:15:26.099097+00:00,2021-02-10T16:48:55.671288+00:00,2021-02-11T00:52:02.732023+00:00,2021-02-11T06:30:13.795393+00:00,delayed,low,Component-X,795,726,24,52,19,,,
280,8,1,2021-04-14T10:38:43+00:00,2021-04-14T12:28:48.768878+00:00,2021-04-14T13:40:50.736504+00:00,2021-04-15T03:37:41.995729+00:00,2021-04-14T16:18:48.944679+00:00,failed,medium,Component-X,955,119,27,136,57,material_defect,,
281,16,2,2021-02-21T20:07:13+00:00,2021-02-21T21:28:28.191013+00:00,2021-02-21T21:30:45.981351+00:00,2021-02-22T08:07:58.685220+00:00,2021-02-22T07:38:06.114280+00:00,completed,critical,Widget-A,458,450,6,16,88,,,
282,39,4,2021-07-21T02:04:01+00:00,2021-07-21T05:28:48.816117+00:00,2021-07-21T05:35:56.502758+00:00,2021-07-22T12:22:49.472137+00:00,2021-07-22T12:22:03.613266+00:00,completed,low,Panel-2,599,584,10,15,30,,,
283,28,3,2023-06-16T18:44:45+00:00,2023-06-16T21:43:46.205825+00:00,2023-06-16T21:52:22.379101+00:00,2023-06-17T07:49:02.156673+00:00,2023-06-17T07:49:41.609659+00:00,completed,low,Panel-2,964,923,5,14,195,,,
284,28,3,2023-11-16T02:58:52+00:00,2023-11-16T06:28:43.849611+00:00,2023-11-16T10:55:20.835172+00:00,2023-11-16T11:49:29.769424+00:00,2023-11-16T16:56:14.140996+00:00,delayed,medium,Panel-2,663,650,16,12,116,,,
285,19,2,2021-04-03T20:02:35+00:00,2021-04-03T22:10:08.992599+00:00,2021-04-03T22:24:04.055711+00:00,2021-04-04T16:26:57.638172+00:00,2021-04-04T15:18:21.376609+00:00,completed,medium,Panel-2,478,477,1,9,66,,,
286,13,2,2023-05-29T17:18:07+00:00,2023-05-29T20:07:08.825018+00:00,2023-05-29T20:17:21.440416+00:00,2023-05-30T09:14:42.563081+00:00,2023-05-30T09:42:46.533614+00:00,completed,low,Widget-A,842,833,8,10,100,,,
287,37,4,2021-03-27T14:46:06+00:00,2021-03-27T18:11:41.058886+00:00,2021-03-27T18:25:36.131289+00:00,2021-03-27T22:37:34.923224+00:00,2021-03-27T23:03:12.506505+00:00,completed,low,Widget-A,964,921,13,18,70,,,
288,3,1,2023-01-21T23:35:50+00:00,2023-01-22T02:22:58.934835+00:00,2023-01-22T02:27:05.076480+00:00,2023-01-22T09:20:59.375904+00:00,2023-01-22T08:44:16.089066+00:00,completed,critical,Component-X,835,801,5,3,102,,,
289,3,1,2021-01-23T00:54:47+00:00,2021-01-23T04:41:16.613856+00:00,2021-01-23T04:49:44.278493+00:00,2021-01-23T15:31:27.384595+00:00,2021-01-23T14:40:54.402778+00:00,completed,high,Component-Y,683,663,6,6,79,,,
290,3,1,2021-06-09T00:40:22+00:00,2021-06-09T03:03:25.144472+00:00,2021-06-09T04:30:10.269263+00:00,2021-06-10T02:12:51.954769+00:00,2021-06-09T16:54:53.741764+00:00,failed,low,Panel-1,651,212,43,375,188,material_defect,,
291,37,4,2022-11-03T12:29:17+00:00,2022-11-03T14:00:14.896635+00:00,2022-11-03T14:12:10.421302+00:00,2022-11-04T01:49:05.988856+00:00,2022-11-04T01:20:13.718643+00:00,completed,medium,Component-Y,795,782,10,8,103,,,
292,31,4,2022-10-28T07:01:58+00:00,2022-10-28T10:00:06.661574+00:00,2022-10-28T10:04:16.589711+00:00,2022-10-29T12:46:00.695721+00:00,2022-10-29T11:37:55.797005+00:00,completed,low,Module-Alpha,533,516,2,8,121,,,
293,19,2,2021-06-08T04:37:44+00:00,2021-06-08T05:13:39.566105+00:00,2021-06-08T05:18:31.277898+00:00,2021-06-08T17:02:12.700738+00:00,2021-06-08T16:56:08.472476+00:00,completed,medium,Component-Y,463,445,5,1,134,,,
294,22,3,2022-02-10T11:12:56+00:00,2022-02-10T15:12:43.904221+00:00,2022-02-10T20:57:11.894275+00:00,2022-02-10T17:50:32.098825+00:00,2022-02-10T23:36:34.675785+00:00,delayed,high,Widget-B,156,142,7,21,144,,,
295,28,3,2023-08-20T11:25:22+00:00,2023-08-20T14:53:44.333552+00:00,2023-08-20T15:03:41.317303+00:00,2023-08-22T02:26:36.345107+00:00,2023-08-22T01:48:18.463197+00:00,completed,low,Component-Y,265,258,4,0,190,,,
296,38,4,2021-12-07T07:17:31+00:00,2021-12-07T08:17:37.210885+00:00,2021-12-07T08:23:14.141935+00:00,2021-12-07T13:43:00.813420+00:00,2021-12-07T13:48:43.096740+00:00,completed,medium,Panel-2,176,174,1,9,177,,,
297,39,4,2021-06-22T10:36:03+00:00,2021-06-22T12:29:11.499756+00:00,2021-06-22T12:39:05.914787+00:00,2021-06-22T22:22:23.261679+00:00,2021-06-22T22:11:16.850877+00:00,completed,medium,Assembly-Z,823,790,13,17,35,,,
298,13,2,2023-10-07T16:48:08+00:00,2023-10-07T20:12:08.962884+00:00,2023-10-07T22:01:20.510529+00:00,2023-10-08T05:32:31.173705+00:00,2023-10-08T02:55:36.963644+00:00,failed,high,Component-X,582,224,30,135,122,misalignment,,
299,21,3,2021-10-16T07:45:35+00:00,2021-10-16T08:35:09.549480+00:00,2021-10-16T08:57:26.284888+00:00,2021-10-16T21:01:58.871800+00:00,2021-10-16T12:06:09.964367+00:00,failed,medium,Component-X,667,125,43,404,65,electrical_fault,,
300,18,2,2021-04-10T16:44:50+00:00,2021-04-10T20:36:13.732439+00:00,2021-04-10T20:45:07.738552+00:00,2021-04-11T12:46:51.223064+00:00,2021-04-11T13:42:41.692660+00:00,completed,low,Panel-2,330,329,2,13,22,,,
301,14,2,2022-08-02T05:54:36+00:00,2022-08-02T06:43:34.521846+00:00,2022-08-02T06:45:43.529846+00:00,2022-08-02T15:39:29.410345+00:00,2022-08-02T16:04:43.570023+00:00,completed,medium,Widget-B,991,948,10,5,144,,,
302,6,1,2021-03-25T12:57:19+00:00,2021-03-25T15:10:56.900388+00:00,2021-03-25T18:06:29.069141+00:00,2021-03-25T18:07:36.372714+00:00,2021-03-25T21:54:28.997333+00:00,delayed,high,Module-Alpha,102,90,1,0,75,,,
303,23,3,2021-05-27T18:27:31+00:00,2021-05-27T20:26:21.888467+00:00,2021-05-27T21:05:11.617215+00:00,2021-05-29T07:44:10.901263+00:00,2021-05-28T07:19:43.423299+00:00,failed,low,Component-Y,497,72,10,478,91,operator_error,,
304,34,4,2021-05-25T09:36:00+00:00,2021-05-25T10:56:36.312219+00:00,2021-05-25T10:58:53.532077+00:00,2021-05-26T07:32:10.970675+00:00,2021-05-26T06:00:51.511107+00:00,completed,medium,Widget-B,304,298,1,7,200,,,
305,2,1,2023-10-15T03:59:42+00:00,2023-10-15T05:22:19.671817+00:00,2023-10-15T09:50:20.820706+00:00,2023-10-15T12:10:37.794869+00:00,2023-10-15T17:23:54.525768+00:00,delayed,critical,Component-Y,587,515,28,24,63,,,
306,38,4,2021-10-05T21:01:02+00:00,2021-10-06T00:41:07.347674+00:00,2021-10-06T00:49:18.873218+00:00,2021-10-06T12:43:33.914426+00:00,2021-10-06T11:52:57.158276+00:00,completed,medium,Module-Alpha,713,691,4,13,165,,,
307,46,5,2022-02-19T10:53:24+00:00,2022-02-19T11:51:48.552299+00:00,2022-02-19T11:55:25.892945+00:00,2022-02-20T15:21:33.322279+00:00,2022-02-20T13:45:47.978092+00:00,completed,low,Module-Alpha,470,455,8,1,144,,,
308,7,1,2021-07-16T00:45:35+00:00,2021-07-16T02:17:07.274698+00:00,2021-07-16T02:31:37.412588+00:00,2021-07-16T22:49:38.891061+00:00,2021-07-16T23:10:59.365403+00:00,completed,medium,Assembly-Z,672,643,7,16,42,,,
309,2,1,2023-05-14T07:42:48+00:00,2023-05-14T08:50:48.724118+00:00,2023-05-14T08:53:26.061165+00:00,2023-05-15T06:46:44.149136+00:00,2023-05-15T04:43:30.247929+00:00,completed,medium,Panel-1,711,689,8,8,130,,,
310,2,1,2023-10-17T15:34:51+00:00,2023-10-17T17:09:52.615578+00:00,2023-10-17T17:19:07.936197+00:00,2023-10-18T10:56:16.274570+00:00,2023-10-18T09:30:36.211220+00:00,completed,medium,Component-Y,368,352,1,5,150,,,
311,36,4,2023-07-04T11:56:38+00:00,2023-07-04T14:30:45.577974+00:00,2023-07-04T14:35:11.114100+00:00,2023-07-04T20:24:58.672473+00:00,2023-07-04T20:28:58.999207+00:00,completed,high,Widget-B,258,252,4,9,62,,,
312,31,4,2023-11-19T12:21:48+00:00,2023-11-19T13:59:20.441462+00:00,2023-11-19T14:10:51.513100+00:00,2023-11-20T02:54:58.914509+00:00,2023-11-20T02:20:06.117065+00:00,completed,medium,Panel-1,610,597,10,18,193,,,
313,16,2,2023-02-07T14:30:10+00:00,2023-02-07T18:29:25.966271+00:00,2023-02-07T19:31:41.114470+00:00,2023-02-08T09:16:53.651234+00:00,2023-02-08T02:40:42.041423+00:00,failed,low,Module-Alpha,616,243,85,429,147,misalignment,,
314,37,4,2021-02-24T18:32:17+00:00,2021-02-24T20:47:55.377141+00:00,2021-02-24T20:53:46.813632+00:00,2021-02-24T22:16:01.886762+00:00,2021-02-24T22:20:04.135607+00:00,completed,medium,Component-Y,186,177,1,10,103,,,
315,25,3,2021-10-07T04:45:53+00:00,2021-10-07T06:43:10.545233+00:00,2021-10-07T06:50:17.131259+00:00,2021-10-07T12:13:23.178118+00:00,2021-10-07T12:16:14.789473+00:00,completed,critical,Widget-A,706,670,1,8,182,,,
316,35,4,2021-09-10T07:28:04+00:00,2021-09-10T09:21:18.133908+00:00,,2021-09-11T06:08:06.671948+00:00,,cancelled,medium,Widget-B,656,0,0,0,57,,,
317,45,5,2022-03-13T04:19:19+00:00,2022-03-13T08:18:24.439488+00:00,2022-03-13T08:27:35.023807+00:00,2022-03-14T01:33:50.723082+00:00,2022-03-14T02:32:35.788369+00:00,completed,medium,Assembly-Z,890,874,15,19,37,,,
318,38,4,2021-05-20T08:39:00+00:00,2021-05-20T11:58:26.114035+00:00,2021-05-20T12:14:30.306669+00:00,2021-05-21T10:06:22.587854+00:00,2021-05-20T15:41:15.041381+00:00,failed,medium,Component-X,510,55,16,136,199,mechanical_wear,,
319,27,3,2023-07-04T10:59:49+00:00,2023-07-04T14:35:35.086033+00:00,2023-07-04T14:47:52.094243+00:00,2023-07-04T18:17:42.404026+00:00,2023-07-04T15:46:31.045667+00:00,failed,medium,Module-Alpha,543,117,32,411,6,mechanical_wear,,
320,40,4,2023-04-02T16:23:12+00:00,2023-04-02T17:35:43.315350+00:00,2023-04-02T17:37:25.451790+00:00,2023-04-03T01:31:16.133353+00:00,2023-04-03T01:25:54.059348+00:00,completed,high,Panel-1,108,103,0,1,136,,,
321,10,1,2021-10-07T19:04:14+00:00,2021-10-07T20:06:19.447127+00:00,2021-10-07T20:08:58.259015+00:00,2021-10-08T02:11:24.916359+00:00,2021-10-08T02:08:02.264130+00:00,completed,high,Panel-1,342,329,6,0,139,,,
322,5,1,2023-03-13T03:45:08+00:00,2023-03-13T05:35:50.263905+00:00,2023-03-13T05:47:34.975457+00:00,2023-03-13T13:01:36.438943+00:00,2023-03-13T13:24:08.900548+00:00,completed,low,Panel-1,113,110,1,9,102,,,
